YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2015,2015,IL,Illinois,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.23,0.23,,,,,Overall,Overall,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2017,2017,IL,Illinois,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,1.39,1.39,,,,,Overall,Overall,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2015,2015,ID,Idaho,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.15,0.15,,,,,Overall,Overall,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2017,2017,ID,Idaho,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2015,2015,IL,Illinois,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,8.55,8.55,,,,,Overall,Overall,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2019,2019,ID,Idaho,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2017,2017,ID,Idaho,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.15,0.15,,,,,Overall,Overall,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2015,2015,IL,Illinois,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,1.39,1.39,,,,,Overall,Overall,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2017,2017,IL,Illinois,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,8.55,8.55,,,,,Overall,Overall,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2015,2015,ID,Idaho,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2017,2017,ID,Idaho,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2015,2015,IN,Indiana,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.47,0.47,,,,,Overall,Overall,,,,,POINT (-86.14996019399968 39.766910452000445),,18,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2019,2019,KS,Kansas,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.30,0.3,,,,,Overall,Overall,,,,,POINT (-98.20078122699965 38.34774030000045),,20,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2015,2015,KS,Kansas,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.30,0.3,,,,,Overall,Overall,,,,,POINT (-98.20078122699965 38.34774030000045),,20,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2012,2012,KY,Kentucky,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,1.92,1.92,,,,,Overall,Overall,,,,,POINT (-84.77497104799966 37.645970271000465),,21,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2019,2019,KS,Kansas,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,2.50,2.5,,,,,Overall,Overall,,,,,POINT (-98.20078122699965 38.34774030000045),,20,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2015,2015,KS,Kansas,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.18,0.18,,,,,Overall,Overall,,,,,POINT (-98.20078122699965 38.34774030000045),,20,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2012,2012,KY,Kentucky,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.08,0.08,,,,,Overall,Overall,,,,,POINT (-84.77497104799966 37.645970271000465),,21,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2015,2015,KY,Kentucky,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.08,0.08,,,,,Overall,Overall,,,,,POINT (-84.77497104799966 37.645970271000465),,21,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2019,2019,KY,Kentucky,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,1.92,1.92,,,,,Overall,Overall,,,,,POINT (-84.77497104799966 37.645970271000465),,21,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2017,2017,IN,Indiana,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.47,0.47,,,,,Overall,Overall,,,,,POINT (-86.14996019399968 39.766910452000445),,18,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2019,2019,KY,Kentucky,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.50,0.5,,,,,Overall,Overall,,,,,POINT (-84.77497104799966 37.645970271000465),,21,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2015,2015,IN,Indiana,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.12,0.12,,,,,Overall,Overall,,,,,POINT (-86.14996019399968 39.766910452000445),,18,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2012,2012,KS,Kansas,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,2.50,2.5,,,,,Overall,Overall,,,,,POINT (-98.20078122699965 38.34774030000045),,20,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2012,2012,KS,Kansas,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.30,0.3,,,,,Overall,Overall,,,,,POINT (-98.20078122699965 38.34774030000045),,20,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2017,2017,IN,Indiana,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.12,0.12,,,,,Overall,Overall,,,,,POINT (-86.14996019399968 39.766910452000445),,18,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2012,2012,KS,Kansas,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.18,0.18,,,,,Overall,Overall,,,,,POINT (-98.20078122699965 38.34774030000045),,20,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2015,2015,IN,Indiana,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,2.68,2.68,,,,,Overall,Overall,,,,,POINT (-86.14996019399968 39.766910452000445),,18,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2012,2012,IN,Indiana,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.12,0.12,,,,,Overall,Overall,,,,,POINT (-86.14996019399968 39.766910452000445),,18,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2017,2017,KY,Kentucky,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.50,0.5,,,,,Overall,Overall,,,,,POINT (-84.77497104799966 37.645970271000465),,21,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2017,2017,KY,Kentucky,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.08,0.08,,,,,Overall,Overall,,,,,POINT (-84.77497104799966 37.645970271000465),,21,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2019,2019,KS,Kansas,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.18,0.18,,,,,Overall,Overall,,,,,POINT (-98.20078122699965 38.34774030000045),,20,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2017,2017,KY,Kentucky,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,1.92,1.92,,,,,Overall,Overall,,,,,POINT (-84.77497104799966 37.645970271000465),,21,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2015,2015,KS,Kansas,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,2.50,2.5,,,,,Overall,Overall,,,,,POINT (-98.20078122699965 38.34774030000045),,20,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2019,2019,IN,Indiana,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.12,0.12,,,,,Overall,Overall,,,,,POINT (-86.14996019399968 39.766910452000445),,18,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2012,2012,IN,Indiana,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,2.68,2.68,,,,,Overall,Overall,,,,,POINT (-86.14996019399968 39.766910452000445),,18,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2019,2019,KY,Kentucky,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.08,0.08,,,,,Overall,Overall,,,,,POINT (-84.77497104799966 37.645970271000465),,21,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2017,2017,KS,Kansas,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.18,0.18,,,,,Overall,Overall,,,,,POINT (-98.20078122699965 38.34774030000045),,20,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2017,2017,KS,Kansas,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.30,0.3,,,,,Overall,Overall,,,,,POINT (-98.20078122699965 38.34774030000045),,20,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2015,2015,KY,Kentucky,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.50,0.5,,,,,Overall,Overall,,,,,POINT (-84.77497104799966 37.645970271000465),,21,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2017,2017,KS,Kansas,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,2.50,2.5,,,,,Overall,Overall,,,,,POINT (-98.20078122699965 38.34774030000045),,20,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2012,2012,IN,Indiana,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.47,0.47,,,,,Overall,Overall,,,,,POINT (-86.14996019399968 39.766910452000445),,18,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2015,2015,KY,Kentucky,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,1.92,1.92,,,,,Overall,Overall,,,,,POINT (-84.77497104799966 37.645970271000465),,21,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2012,2012,KY,Kentucky,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.50,0.5,,,,,Overall,Overall,,,,,POINT (-84.77497104799966 37.645970271000465),,21,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2019,2019,IN,Indiana,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.47,0.47,,,,,Overall,Overall,,,,,POINT (-86.14996019399968 39.766910452000445),,18,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2019,2019,IN,Indiana,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,2.68,2.68,,,,,Overall,Overall,,,,,POINT (-86.14996019399968 39.766910452000445),,18,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2017,2017,MA,Massachusetts,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.11,0.11,,,,,Overall,Overall,,,,,POINT (-72.08269067499964 42.27687047000046),,25,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2015,2015,LA,Louisiana,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.32,0.32,,,,,Overall,Overall,,,,,POINT (-92.44568007099969 31.31266064400046),,22,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2015,2015,LA,Louisiana,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,2.50,2.5,,,,,Overall,Overall,,,,,POINT (-92.44568007099969 31.31266064400046),,22,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2012,2012,MA,Massachusetts,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,4.05,4.05,,,,,Overall,Overall,,,,,POINT (-72.08269067499964 42.27687047000046),,25,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2015,2015,LA,Louisiana,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.11,0.11,,,,,Overall,Overall,,,,,POINT (-92.44568007099969 31.31266064400046),,22,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2015,2015,MA,Massachusetts,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.11,0.11,,,,,Overall,Overall,,,,,POINT (-72.08269067499964 42.27687047000046),,25,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2017,2017,LA,Louisiana,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.40,0.4,,,,,Overall,Overall,,,,,POINT (-92.44568007099969 31.31266064400046),,22,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2017,2017,MA,Massachusetts,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.55,0.55,,,,,Overall,Overall,,,,,POINT (-72.08269067499964 42.27687047000046),,25,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2015,2015,MA,Massachusetts,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,4.05,4.05,,,,,Overall,Overall,,,,,POINT (-72.08269067499964 42.27687047000046),,25,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2017,2017,LA,Louisiana,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.76,0.76,,,,,Overall,Overall,,,,,POINT (-92.44568007099969 31.31266064400046),,22,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2012,2012,LA,Louisiana,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.32,0.32,,,,,Overall,Overall,,,,,POINT (-92.44568007099969 31.31266064400046),,22,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2019,2019,LA,Louisiana,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.40,0.4,,,,,Overall,Overall,,,,,POINT (-92.44568007099969 31.31266064400046),,22,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2015,2015,MA,Massachusetts,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.55,0.55,,,,,Overall,Overall,,,,,POINT (-72.08269067499964 42.27687047000046),,25,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2012,2012,MA,Massachusetts,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.11,0.11,,,,,Overall,Overall,,,,,POINT (-72.08269067499964 42.27687047000046),,25,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2019,2019,LA,Louisiana,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.76,0.76,,,,,Overall,Overall,,,,,POINT (-92.44568007099969 31.31266064400046),,22,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2019,2019,LA,Louisiana,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,3.03,3.03,,,,,Overall,Overall,,,,,POINT (-92.44568007099969 31.31266064400046),,22,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2017,2017,MA,Massachusetts,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,4.05,4.05,,,,,Overall,Overall,,,,,POINT (-72.08269067499964 42.27687047000046),,25,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2012,2012,MA,Massachusetts,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.55,0.55,,,,,Overall,Overall,,,,,POINT (-72.08269067499964 42.27687047000046),,25,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2019,2019,MA,Massachusetts,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,4.05,4.05,,,,,Overall,Overall,,,,,POINT (-72.08269067499964 42.27687047000046),,25,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2012,2012,LA,Louisiana,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.11,0.11,,,,,Overall,Overall,,,,,POINT (-92.44568007099969 31.31266064400046),,22,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2019,2019,MA,Massachusetts,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.55,0.55,,,,,Overall,Overall,,,,,POINT (-72.08269067499964 42.27687047000046),,25,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2017,2017,LA,Louisiana,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,3.03,3.03,,,,,Overall,Overall,,,,,POINT (-92.44568007099969 31.31266064400046),,22,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2012,2012,LA,Louisiana,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,2.50,2.5,,,,,Overall,Overall,,,,,POINT (-92.44568007099969 31.31266064400046),,22,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2019,2019,MA,Massachusetts,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.11,0.11,,,,,Overall,Overall,,,,,POINT (-72.08269067499964 42.27687047000046),,25,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2012,2012,ME,Maine,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.35,0.35,,,,,Overall,Overall,,,,,POINT (-68.98503133599962 45.254228894000505),,23,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2015,2015,MI,Michigan,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.20,0.2,,,,,Overall,Overall,,,,,POINT (-84.71439026999968 44.6613195430005),,26,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2015,2015,MD,Maryland,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.09,0.09,,,,,Overall,Overall,,,,,POINT (-76.60926011099963 39.29058096400047),,24,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2019,2019,MD,Maryland,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,1.50,1.5,,,,,Overall,Overall,,,,,POINT (-76.60926011099963 39.29058096400047),,24,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2017,2017,ME,Maine,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-68.98503133599962 45.254228894000505),,23,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2015,2015,MI,Michigan,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.51,0.51,,,,,Overall,Overall,,,,,POINT (-84.71439026999968 44.6613195430005),,26,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2015,2015,ME,Maine,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-68.98503133599962 45.254228894000505),,23,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2019,2019,ME,Maine,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-68.98503133599962 45.254228894000505),,23,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2015,2015,MI,Michigan,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-84.71439026999968 44.6613195430005),,26,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2015,2015,ME,Maine,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-68.98503133599962 45.254228894000505),,23,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2015,2015,MD,Maryland,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.40,0.4,,,,,Overall,Overall,,,,,POINT (-76.60926011099963 39.29058096400047),,24,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2019,2019,MD,Maryland,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.40,0.4,,,,,Overall,Overall,,,,,POINT (-76.60926011099963 39.29058096400047),,24,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2012,2012,MI,Michigan,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.20,0.2,,,,,Overall,Overall,,,,,POINT (-84.71439026999968 44.6613195430005),,26,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2015,2015,ME,Maine,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.35,0.35,,,,,Overall,Overall,,,,,POINT (-68.98503133599962 45.254228894000505),,23,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2012,2012,MD,Maryland,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.09,0.09,,,,,Overall,Overall,,,,,POINT (-76.60926011099963 39.29058096400047),,24,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2019,2019,MI,Michigan,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-84.71439026999968 44.6613195430005),,26,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2012,2012,ME,Maine,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-68.98503133599962 45.254228894000505),,23,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2017,2017,MI,Michigan,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.51,0.51,,,,,Overall,Overall,,,,,POINT (-84.71439026999968 44.6613195430005),,26,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2012,2012,MD,Maryland,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.40,0.4,,,,,Overall,Overall,,,,,POINT (-76.60926011099963 39.29058096400047),,24,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2012,2012,ME,Maine,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-68.98503133599962 45.254228894000505),,23,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2012,2012,MD,Maryland,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,1.50,1.5,,,,,Overall,Overall,,,,,POINT (-76.60926011099963 39.29058096400047),,24,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2019,2019,ME,Maine,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.35,0.35,,,,,Overall,Overall,,,,,POINT (-68.98503133599962 45.254228894000505),,23,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2017,2017,MI,Michigan,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-84.71439026999968 44.6613195430005),,26,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2015,2015,MD,Maryland,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,1.50,1.5,,,,,Overall,Overall,,,,,POINT (-76.60926011099963 39.29058096400047),,24,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
