YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2012,2012,NH,New Hampshire,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2012,2012,NJ,New Jersey,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.88,0.88,,,,,Overall,Overall,,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2017,2017,NJ,New Jersey,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,5.50,5.5,,,,,Overall,Overall,,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2017,2017,NY,New York,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.30,0.3,,,,,Overall,Overall,,,,,POINT (-75.54397042699964 42.82700103200045),,36,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2012,2012,NY,New York,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.30,0.3,,,,,Overall,Overall,,,,,POINT (-75.54397042699964 42.82700103200045),,36,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2012,2012,NY,New York,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,6.44,6.44,,,,,Overall,Overall,,,,,POINT (-75.54397042699964 42.82700103200045),,36,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2015,2015,NY,New York,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.30,0.3,,,,,Overall,Overall,,,,,POINT (-75.54397042699964 42.82700103200045),,36,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2012,2012,NY,New York,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.14,0.14,,,,,Overall,Overall,,,,,POINT (-75.54397042699964 42.82700103200045),,36,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2019,2019,NV,Nevada,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.70,0.7,,,,,Overall,Overall,,,,,POINT (-117.07184056399967 39.493240390000494),,32,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2019,2019,NV,Nevada,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.16,0.16,,,,,Overall,Overall,,,,,POINT (-117.07184056399967 39.493240390000494),,32,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2019,2019,NY,New York,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.14,0.14,,,,,Overall,Overall,,,,,POINT (-75.54397042699964 42.82700103200045),,36,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2015,2015,NV,Nevada,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.16,0.16,,,,,Overall,Overall,,,,,POINT (-117.07184056399967 39.493240390000494),,32,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2015,2015,NY,New York,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,6.44,6.44,,,,,Overall,Overall,,,,,POINT (-75.54397042699964 42.82700103200045),,36,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2019,2019,NV,Nevada,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,3.60,3.6,,,,,Overall,Overall,,,,,POINT (-117.07184056399967 39.493240390000494),,32,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2017,2017,NV,Nevada,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.70,0.7,,,,,Overall,Overall,,,,,POINT (-117.07184056399967 39.493240390000494),,32,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2015,2015,NV,Nevada,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,3.60,3.6,,,,,Overall,Overall,,,,,POINT (-117.07184056399967 39.493240390000494),,32,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2017,2017,NV,Nevada,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.16,0.16,,,,,Overall,Overall,,,,,POINT (-117.07184056399967 39.493240390000494),,32,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2017,2017,NY,New York,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.14,0.14,,,,,Overall,Overall,,,,,POINT (-75.54397042699964 42.82700103200045),,36,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2017,2017,NV,Nevada,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,3.60,3.6,,,,,Overall,Overall,,,,,POINT (-117.07184056399967 39.493240390000494),,32,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2015,2015,NV,Nevada,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.70,0.7,,,,,Overall,Overall,,,,,POINT (-117.07184056399967 39.493240390000494),,32,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2017,2017,NY,New York,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,6.44,6.44,,,,,Overall,Overall,,,,,POINT (-75.54397042699964 42.82700103200045),,36,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2015,2015,NY,New York,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.14,0.14,,,,,Overall,Overall,,,,,POINT (-75.54397042699964 42.82700103200045),,36,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2012,2012,NV,Nevada,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,3.60,3.6,,,,,Overall,Overall,,,,,POINT (-117.07184056399967 39.493240390000494),,32,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2019,2019,NY,New York,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.30,0.3,,,,,Overall,Overall,,,,,POINT (-75.54397042699964 42.82700103200045),,36,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2019,2019,NY,New York,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,6.44,6.44,,,,,Overall,Overall,,,,,POINT (-75.54397042699964 42.82700103200045),,36,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2012,2012,NV,Nevada,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.70,0.7,,,,,Overall,Overall,,,,,POINT (-117.07184056399967 39.493240390000494),,32,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2019,2019,OR,Oregon,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),,41,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2017,2017,OK,Oklahoma,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.72,0.72,,,,,Overall,Overall,,,,,POINT (-97.52107021399968 35.47203135600046),,40,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2019,2019,OK,Oklahoma,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.40,0.4,,,,,Overall,Overall,,,,,POINT (-97.52107021399968 35.47203135600046),,40,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2015,2015,OH,Ohio,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.18,0.18,,,,,Overall,Overall,,,,,POINT (-82.40426005599966 40.06021014100048),,39,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2017,2017,OR,Oregon,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.08,0.08,,,,,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),,41,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2017,2017,OH,Ohio,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.32,0.32,,,,,Overall,Overall,,,,,POINT (-82.40426005599966 40.06021014100048),,39,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2019,2019,OR,Oregon,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),,41,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2012,2012,OH,Ohio,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.18,0.18,,,,,Overall,Overall,,,,,POINT (-82.40426005599966 40.06021014100048),,39,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2017,2017,OK,Oklahoma,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,5.56,5.56,,,,,Overall,Overall,,,,,POINT (-97.52107021399968 35.47203135600046),,40,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2017,2017,OH,Ohio,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-82.40426005599966 40.06021014100048),,39,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2015,2015,OK,Oklahoma,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.72,0.72,,,,,Overall,Overall,,,,,POINT (-97.52107021399968 35.47203135600046),,40,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2012,2012,OK,Oklahoma,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.72,0.72,,,,,Overall,Overall,,,,,POINT (-97.52107021399968 35.47203135600046),,40,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2017,2017,OH,Ohio,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.18,0.18,,,,,Overall,Overall,,,,,POINT (-82.40426005599966 40.06021014100048),,39,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2015,2015,OH,Ohio,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-82.40426005599966 40.06021014100048),,39,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2015,2015,OR,Oregon,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.08,0.08,,,,,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),,41,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2015,2015,OH,Ohio,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.32,0.32,,,,,Overall,Overall,,,,,POINT (-82.40426005599966 40.06021014100048),,39,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2015,2015,OK,Oklahoma,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,5.56,5.56,,,,,Overall,Overall,,,,,POINT (-97.52107021399968 35.47203135600046),,40,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2012,2012,OK,Oklahoma,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.40,0.4,,,,,Overall,Overall,,,,,POINT (-97.52107021399968 35.47203135600046),,40,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2012,2012,OR,Oregon,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),,41,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2015,2015,OR,Oregon,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),,41,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2012,2012,OK,Oklahoma,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,5.56,5.56,,,,,Overall,Overall,,,,,POINT (-97.52107021399968 35.47203135600046),,40,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2015,2015,OK,Oklahoma,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.40,0.4,,,,,Overall,Overall,,,,,POINT (-97.52107021399968 35.47203135600046),,40,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2012,2012,OH,Ohio,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-82.40426005599966 40.06021014100048),,39,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2015,2015,OR,Oregon,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),,41,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2012,2012,OR,Oregon,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.08,0.08,,,,,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),,41,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2019,2019,OH,Ohio,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.18,0.18,,,,,Overall,Overall,,,,,POINT (-82.40426005599966 40.06021014100048),,39,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2012,2012,OH,Ohio,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.32,0.32,,,,,Overall,Overall,,,,,POINT (-82.40426005599966 40.06021014100048),,39,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2012,2012,OR,Oregon,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),,41,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2017,2017,OK,Oklahoma,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.40,0.4,,,,,Overall,Overall,,,,,POINT (-97.52107021399968 35.47203135600046),,40,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2017,2017,OR,Oregon,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),,41,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2019,2019,OK,Oklahoma,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.72,0.72,,,,,Overall,Overall,,,,,POINT (-97.52107021399968 35.47203135600046),,40,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2017,2017,OR,Oregon,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),,41,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2019,2019,OH,Ohio,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.32,0.32,,,,,Overall,Overall,,,,,POINT (-82.40426005599966 40.06021014100048),,39,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2019,2019,OK,Oklahoma,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,5.56,5.56,,,,,Overall,Overall,,,,,POINT (-97.52107021399968 35.47203135600046),,40,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2019,2019,OH,Ohio,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-82.40426005599966 40.06021014100048),,39,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2019,2019,OR,Oregon,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.08,0.08,,,,,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),,41,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2020,2020,CO,Colorado,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.08,0.08,,,,,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2020,2020,CT,Connecticut,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.24,0.24,,,,,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2012,2012,PA,Pennsylvania,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2017,2017,RI,Rhode Island,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.11,0.11,,,,,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2012,2012,PA,Pennsylvania,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.08,0.08,,,,,Overall,Overall,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2017,2017,PR,Puerto Rico,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,,,-,No data available,,,Overall,Overall,,,,,POINT (-66.590149 18.220833),,72,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2012,2012,RI,Rhode Island,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,3.75,3.75,,,,,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2017,2017,PR,Puerto Rico,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,,,-,No data available,,,Overall,Overall,,,,,POINT (-66.590149 18.220833),,72,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2019,2019,PR,Puerto Rico,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,,,-,No data available,,,Overall,Overall,,,,,POINT (-66.590149 18.220833),,72,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2019,2019,PA,Pennsylvania,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2015,2015,PA,Pennsylvania,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2012,2012,PR,Puerto Rico,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,,,-,No data available,,,Overall,Overall,,,,,POINT (-66.590149 18.220833),,72,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2015,2015,RI,Rhode Island,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.11,0.11,,,,,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2015,2015,PA,Pennsylvania,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.08,0.08,,,,,Overall,Overall,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2017,2017,RI,Rhode Island,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,1.40,1.4,,,,,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2019,2019,PR,Puerto Rico,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,,,-,No data available,,,Overall,Overall,,,,,POINT (-66.590149 18.220833),,72,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2017,2017,PA,Pennsylvania,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2019,2019,PR,Puerto Rico,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,,,-,No data available,,,Overall,Overall,,,,,POINT (-66.590149 18.220833),,72,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2015,2015,RI,Rhode Island,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,5.40,5.4,,,,,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2017,2017,PR,Puerto Rico,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,,,-,No data available,,,Overall,Overall,,,,,POINT (-66.590149 18.220833),,72,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2017,2017,PA,Pennsylvania,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.08,0.08,,,,,Overall,Overall,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2012,2012,RI,Rhode Island,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,0.10,0.1,,,,,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
2015,2015,PA,Pennsylvania,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2015,2015,RI,Rhode Island,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,1.40,1.4,,,,,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2017,2017,PA,Pennsylvania,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,,,^^,"State directly controlled the sale of (beer/wine/distilled spirits) at the retail and/or wholesale levels. State prices for (beer/wine/distilled spirits) combined both markups and taxes, so tax rates for this beverage type could not be determined.",,,Overall,Overall,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2012,2012,PR,Puerto Rico,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,,,-,No data available,,,Overall,Overall,,,,,POINT (-66.590149 18.220833),,72,ALC,ALC8_0_2,USD,OVERALL,OVR,,,,
2017,2017,RI,Rhode Island,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,5.40,5.4,,,,,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),,44,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2015,2015,PR,Puerto Rico,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),,$,US Dollars,,,-,No data available,,,Overall,Overall,,,,,POINT (-66.590149 18.220833),,72,ALC,ALC8_0_3,USD,OVERALL,OVR,,,,
2012,2012,PR,Puerto Rico,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),,$,US Dollars,,,-,No data available,,,Overall,Overall,,,,,POINT (-66.590149 18.220833),,72,ALC,ALC8_0_1,USD,OVERALL,OVR,,,,
